id,created_at,text
965903984618819585,2018-02-20 11:00:30,"b'Miguna deportation: Boinnet, Kinoti appeal contempt ruling https://t.co/6FMos2Pcdn via @MainaCarole https://t.co/v61Op1EF30'"
965901372867694592,2018-02-20 10:50:07,b'Suspect arrested after al Shabaab attack on Wajir teachers https://t.co/E25pbFAeZr https://t.co/Q2T0IPKw00'
965898858940321792,2018-02-20 10:40:08,"b""CBK on spot over 'withdrawn' IMF credit facility of Sh152 billion https://t.co/3cXTCCvoNZ https://t.co/UXf745FbNv"""
965896395931766784,2018-02-20 10:30:20,"b'Weatherman says long rains to start in March, but will be minimal https://t.co/Euxcda02gG via @Jomunji https://t.co/3wkAY5aZhl'"
965895263264104448,2018-02-20 10:25:50,b'Baby stolen at Kenyatta National Hospital found in Kawangware https://t.co/uE351psHdB via @NancyAgutu https://t.co/02W8mDpR7N'
965893828426240000,2018-02-20 10:20:08,b'Louis Otieno needs help after going deaf https://t.co/QAJ2gOrSm1 https://t.co/XjoYu71t68'
965891308215816192,2018-02-20 10:10:07,b'Nakuru indicted over Sh131m unremitted to its CBK account https://t.co/kT8ZmpOdtQ https://t.co/xdk7rv9opZ'
965888878845612037,2018-02-20 10:00:28,b'Governor @MikeSonko says he is confident of raising Sh1.7 billion from county revenue in February\xe2\x80\xa6 https://t.co/FYcElbctuD'
965886271410368512,2018-02-20 09:50:07,b'Maragua locals want assurance that Sh1.2 billion landfill is safe https://t.co/ohNsKtHipw https://t.co/qOI5kUsh0y'
965883766559379456,2018-02-20 09:40:09,"b'MACHEL WAIKENDA: Arrest club owners, not DJs https://t.co/p5l5cOIthW @MachelWaikenda https://t.co/ifU7FCOO2x'"
965881291139960832,2018-02-20 09:30:19,b'Uhuru will step down just like Zuma \xe2\x80\x93 Orengo https://t.co/qm4mL0IY7Z https://t.co/s8gKOK4mzK'
965879972505284608,2018-02-20 09:25:05,"b'Most Kenyans are Christians only by profession, says Maraga https://t.co/UL2mYdf7mD via @vidijapatrick https://t.co/de23oSEswp'"
965878732652236800,2018-02-20 09:20:09,"b'Stop 2022 succession campaigns and focus on serving people, politicians told https://t.co/CXHJzYHHt8 https://t.co/uUe3HrZ5ug'"
965877474436485121,2018-02-20 09:15:09,b'Jubilee legislators gagged from live TV and radio shows https://t.co/nZNkzO2lR1 via @OnchiriMbaka https://t.co/5QHJQt49AH'
965876210181070848,2018-02-20 09:10:08,"b'Kenya Railways land was grabbed, Auditor General report says https://t.co/jssGxXtlVB via @ArapGketer https://t.co/3shcnhM3oP'"
965873765832896512,2018-02-20 09:00:25,"b""Miguna is the Jubilee mole, not 'our Magaya', Western leaders say https://t.co/jn7rys0Bum via @NancyAgutu https://t.co/xVnGEACSXK"""
965871170926141440,2018-02-20 08:50:06,"b'You\xe2\x80\x99re dreaming if you think state will pay you, @AdanMohamedCS tells encroachers in Mombasa https://t.co/PJX1KecLeO https://t.co/zFsKFwFIUz'"
965870717236637701,2018-02-20 08:48:18,b'Ngilu obtains court order stopping her arrest for incitement https://t.co/TgCyFMdekA @mamangilu https://t.co/ea2IOsNce5'
965870157011804160,2018-02-20 08:46:05,b'RT @TheStarBreaking: HIGH COURT removes the name of Uhuru Kenyatta from a case filed by Activist Okiya Omtatah challenging the creation of\xe2\x80\xa6'
965868655115407360,2018-02-20 08:40:07,b'Gem MP opposes plan for Sh700m Siaya county assembly complex https://t.co/F9BUOabgtV https://t.co/0jzM9bK6Nn'
965866189254725632,2018-02-20 08:30:19,b'We won\xe2\x80\x99t allow MPs to block DP\xe2\x80\x99s State House bid - leaders https://t.co/KdXCvanuIG https://t.co/PZpmtdMgo6'
965863632725794816,2018-02-20 08:20:09,b'Garissa youths kicked out for failing weight and documents test during KDF hiring drive https://t.co/JW5XBNQcab https://t.co/LT9iOpbCZD'
965863069078425600,2018-02-20 08:17:55,b'Will we be allowed back? Orengo and Wanjigi ask after passports returned https://t.co/Av6dN54OQI via @NancyAgutu https://t.co/L1leobPDlN'
965861114201497600,2018-02-20 08:10:09,b'BIG READ: Why lake that feeds Ewaso was declared protected area https://t.co/NFAzMbxnM4 via @KoechJunior_1 https://t.co/k3JyGFn9Ak'
965858824069550081,2018-02-20 08:01:03,"b'Lupita sponsors 1,200 Kisumu pupils to watch #BlackPanther https://t.co/z8fzq0SFiu @Lupita_Nyongo https://t.co/5CN9gMnSrU'"
965856741413048320,2018-02-20 07:52:46,b'Kenyan photographer chosen to do concept art for #BlackPanther film https://t.co/xLzwAMfIQr via @harunmomanyi https://t.co/st9UtAdvrK'
965855880242716672,2018-02-20 07:49:21,"b'RT @TheStarBreaking: SENATOR ORENGO, businessman Jimmy Wanjigi allowed to leave for Harare, Zimbabwe after getting back their passports, to\xe2\x80\xa6'"
965854061345026048,2018-02-20 07:42:07,b'#CorridorsOfPower: Was Wiper MP Benson Momanyi sacrificed by his counterparts from other parties for his harsh atta\xe2\x80\xa6 https://t.co/UyU1b24FAo'
965851865878552576,2018-02-20 07:33:24,b'Wiper forced to give up key Senate post for PSC https://t.co/kGxDcbvmPf via @olickfelix https://t.co/qp5QwnFQIO'
965849041786626048,2018-02-20 07:22:10,b'Operation Ondoa Panya wants Kisii county to account for billions of devolution cash https://t.co/VUJY2lYLDo https://t.co/lQNnYOir3E'
965848076563943424,2018-02-20 07:18:20,"b""Thousands in Zimbabwe bid farewell to 'People's General' Morgan Tsvangirai https://t.co/cA11gm1Uok https://t.co/ZQ4P8p4EPl"""
965847247857561600,2018-02-20 07:15:03,"b""More newborns dying in West, Central Africa as world 'fails poorest babies' https://t.co/7ErQuLaJlZ https://t.co/AUm2t0M89N"""
965843066576830465,2018-02-20 06:58:26,"b'Five killed, 10 injured in multiple-car accident at Kikopey https://t.co/Lk3kZrvRkj  via @ritadamary https://t.co/VuegTYHnOs'"
965841503661772801,2018-02-20 06:52:13,"b'Sweden and Kajiado partner to produce electricity, gas from waste https://t.co/VIC36tIHpb https://t.co/NGa5xmED3C'"
965840978211950592,2018-02-20 06:50:08,"b'RT @TheStarBreaking: FIVE KILLED, 10 injured in multiple-car accident at Kikopey area on Nairobi-Nakuru highway. https://t.co/hjXKI3DP8F'"
965838339470516230,2018-02-20 06:39:39,b'Over 200 charged with links to Boko Haram as schoolgirls escape attack https://t.co/0DTZvzeZjS https://t.co/vt1bI0Psmc'
965836827696476160,2018-02-20 06:33:38,"b""High Court nullifies Homa Bay Governor Cyprian Awiti's election https://t.co/oCJPHppYcX via @NancyAgutu https://t.co/jlwQHAPYOc"""
965836741629435904,2018-02-20 06:33:18,"b""RT @TheStarBreaking: HOMA BAY Court nullifies Governor Cyprian Awiti's win after petition by former Kasipul MP Oyugi Magwanga. https://t.co\xe2\x80\xa6"""
