id,created_at,text
965914871068950528,2018-02-20 11:43:45,b'CS Matiang\xe2\x80\x99i warns leaders against supporting banditry: https://t.co/Ohut0vF60w via @YouTube'
965914846289190912,2018-02-20 11:43:39,b'Nandi Hills MP Alfred Keter denies fraud charges: https://t.co/26rZglVlq4 via @YouTube'
965914837279789056,2018-02-20 11:43:37,"b'KURA to construct, rehabilitate roads in county headquarters: https://t.co/a32CyJNcIv via @YouTube'"
965914802056040448,2018-02-20 11:43:29,"b'Five killed, several injured in Kikopey road accident https://t.co/AxytiIdcbP ^Rw https://t.co/iNxNenrULM'"
965914562624196608,2018-02-20 11:42:32,b'Suspect arrested over killing of teachers in Wajir terror attack https://t.co/hCbBboXuFe ^MK https://t.co/LnrKyL3Drh'
965913794227703809,2018-02-20 11:39:29,"b'Immigration defends move to block Orengo, Wanjigi Zimbabwe travel https://t.co/4MqbgoUfCN https://t.co/7NnfZUCUcL'"
965910143002140672,2018-02-20 11:24:58,b'ICT CS Mucheru skips Senate session: https://t.co/ik0TDZBlOk via @YouTube'
965908963442257920,2018-02-20 11:20:17,b'Rehabilitation of the Molo-Kibunja Road begins: https://t.co/u6iib4os3F via @YouTube'
965907901008183297,2018-02-20 11:16:03,b'Gor Mahia\xe2\x80\x99s Tuyisenge to miss return leg match against Leones Vegetarianos: https://t.co/8pECq5hpEY via @YouTube'
965906689345118208,2018-02-20 11:11:15,b'Cytonn calls for caution on treasury\xe2\x80\x99s borrowing binge: https://t.co/tUyVrO3e83 via @YouTube'
965905987399020544,2018-02-20 11:08:27,"b""Taxi operators in Murang'a frog march and force colleague to take a shower.: https://t.co/PLn1MUiFZj via @YouTube"""
965904492255436801,2018-02-20 11:02:31,b'Focus on the Big Four Agenda to widen budget deficit https://t.co/guknhsRVhL ^BN https://t.co/U18YEAp9MO'
965898962694758401,2018-02-20 10:40:32,"b'#KBCLunchTimeNews, The  Kenya Meat commission will be fully digitized and mechanized in two  weeks as the abattoir\xe2\x80\xa6 https://t.co/xuo8KxFbwL'"
965898734503645184,2018-02-20 10:39:38,"b'#KBCLunchTimeNews, The government\xe2\x80\x99s focus on the Big Four Agenda is expected to widen the  country\xe2\x80\x99s budget deficit\xe2\x80\xa6 https://t.co/Z4dv9EcIr1'"
965897382977245184,2018-02-20 10:34:16,"b'#KBCLunchTimeNews, Safaricom is likely to remain dominant in the local telecom market  after the government said th\xe2\x80\xa6 https://t.co/8lq0buFjeW'"
965896232102191104,2018-02-20 10:29:41,"b'#KBCLunchTimeNews, Leaders  from Tharaka Nithi county are calling on the ministry of environment to  ban logging at\xe2\x80\xa6 https://t.co/53bmRk9AAg'"
965895337637564417,2018-02-20 10:26:08,"b'#KBCLunchTimeNews, A  section of elected leaders from the Kuria community in Migori County  have come out to strong\xe2\x80\xa6 https://t.co/qyyGPQcxdF'"
965892990911897602,2018-02-20 10:16:49,"b'#KBCLunchTimeNews, Isiolo County government will undertake a De-worming and Vaccination exercise of livestock in Me\xe2\x80\xa6 https://t.co/hXRx4PRPJn'"
965891497941000192,2018-02-20 10:10:53,"b'#KBCLunchTimeNews,  Police  have arrested one person in connection with a suspected  Alshabab attack  in Qarsa Waji\xe2\x80\xa6 https://t.co/1epINgu8iF'"
965891291438551040,2018-02-20 10:10:03,"b'#KBCLunchTimeNews,  The department of immigration defends its move to bar  Siaya  Senator  James Orengo and busines\xe2\x80\xa6 https://t.co/ERmvMVcTaT'"
965890588410343425,2018-02-20 10:07:16,"b'#KBCLunchTimeNews,  Homabay County residents are set to go for a by election following the  nullification of the el\xe2\x80\xa6 https://t.co/0b94M4uTvQ'"
965875287341830144,2018-02-20 09:06:28,"b'Kenya Meat Commission to be digitized, mechanized in two weeks https://t.co/Rj1NdrBAIO ^BN https://t.co/PaUzToWrct'"
965865770856210433,2018-02-20 08:28:39,b'Mozambique rubbish dump collapse kills at least 17 people https://t.co/ytoagLGYP2 ^BN https://t.co/8pdGjvrWur'
965863967372599296,2018-02-20 08:21:29,b'Nigerian girls escape Boko Haram attack https://t.co/GVCrSYy6uJ ^BN https://t.co/TCrIdA8QtY'
965861889820561408,2018-02-20 08:13:14,b'\xe2\x80\x98Baby factory\xe2\x80\x99 dad wins paternity rights https://t.co/eYhU3eCroG ^BN https://t.co/m6SWZWfLIV'
965858868143239168,2018-02-20 08:01:13,b'Peru\xe2\x80\x99s ex-President Fujimori ordered to stand trial again https://t.co/oIh1K3KmeE ^BN https://t.co/zdQGuiCekR'
965856696353648641,2018-02-20 07:52:35,b'Syrian forces pound rebel enclave https://t.co/713e95oi6v ^BN https://t.co/AVbTxvkX2s'
965843884684308481,2018-02-20 07:01:41,b'High Court quashes Homa Bay Governor Cyprian Awiti\xe2\x80\x99s election https://t.co/L57SKmdqp2 ^BN https://t.co/D6aif61hwL'
965841302037434374,2018-02-20 06:51:25,b'BREAKING NEWS: High Court nullifies the election of Homa Bay Governor Cyprian Awiti ^BN https://t.co/97TcIVEKy7'
965831256972955648,2018-02-20 06:11:30,"b'Several people feared dead after a horrid accident at Kikopey, the accident involved a North Rift shuttle heading t\xe2\x80\xa6 https://t.co/L45DIbRjLL'"
965828417894731776,2018-02-20 06:00:13,b'Israel rebukes Poland PM for Holocaust remark https://t.co/EIBOOfWmzp^TM https://t.co/C6YtqG5v6F'
965823344259026944,2018-02-20 05:40:04,b'Devolution CS assures senate of improved gov\xe2\x80\x99t relationship https://t.co/pv22jaZySG^TM https://t.co/Ao1tqiXHS3'
965818308804128768,2018-02-20 05:20:03,"b'New Cabinet Secretaries assume office, pledge results https://t.co/f9Cvf6fN25^TM https://t.co/0eaF8HCh6q'"
965813315900526592,2018-02-20 05:00:13,b'Raila leaves for Zimbabwe to attend Tsvangirai\xe2\x80\x99s burial https://t.co/A8M7DOqLiY^TM https://t.co/JkCy0emQ6b'
