id,created_at,text
965886973008326656,2018-02-20 09:52:54,b'Mike Sonko responds to viral pictures of a clean water lorry fetching dirty water for supply\nhttps://t.co/dzu20lsNnH via @UreportKe'
965883544554876928,2018-02-20 09:39:16,"b""Male students stabs girlfriend to death at Egerton's Njoro Campus\n#LeoMashinani https://t.co/hGOC21fshj"""
965883536082395136,2018-02-20 09:39:14,"b""Following his father\xe2\x80\x99s footsteps!\nDrogba's teenage son signs for top French club\xe2\x80\xa6 https://t.co/v5XyHZsj8s via\xe2\x80\xa6 https://t.co/D2EceAogDM"""
965882336477884416,2018-02-20 09:34:28,b'Carlo Ancelotti makes a return to London \xe2\x80\x93 Premier League move imminent -via @UreportKe\nhttps://t.co/MvVDSinNjk https://t.co/aUqHPi0Fhx'
965881213700526080,2018-02-20 09:30:01,b'At least 17 killed in Mozambique capital as pile of garbage collapses \nhttps://t.co/ROKqIgBjC2 https://t.co/jlkPQgHFJA'
965874919316733952,2018-02-20 09:05:00,b'DRC President\xe2\x80\x99s convoy involved in a fatal road accident \nhttps://t.co/RhcI6S8CAJ https://t.co/vamSvTvBtr'
965873230081921024,2018-02-20 08:58:17,b'RT @KTNNews: Cyprian Awiti ousted @BettyMKyallo https://t.co/UCfpYrbun3'
965869885493460994,2018-02-20 08:45:00,b'The Kenyan church has been hijacked by scheming politicians \nhttps://t.co/ISzJOF61mW https://t.co/jbiogEMTmh'
965868251032051712,2018-02-20 08:38:30,b'Here is Justice Karanja\xe2\x80\x99s full ruling as he nullified Cyprian Awiti\xe2\x80\x99s win -via @UreportKe\nhttps://t.co/ETBOSa2COb https://t.co/YOwEINLPDb'
965862337277079552,2018-02-20 08:15:00,"b""No end for Koinange family's 36-year-old dispute as brothers seek Supreme Court intervention\xe2\x80\xa6 https://t.co/fOZ9GTw20H"""
965860216851050496,2018-02-20 08:06:35,"b""Reactions after Homa Bay Governor Cyprian Awiti loses his seat are the best you'll see all day- via @UreportKe\xe2\x80\xa6 https://t.co/NgWNx8Rql6"""
965859156606509056,2018-02-20 08:02:22,b'Uzazi wa mpango unamchango upi kwa maendeleo ya familia?\n#LeoMashinani \n@nicholaswambua_ \n@KTNNews https://t.co/hnNQJGaTfN'
965858571597459456,2018-02-20 08:00:02,b'CJ Maraga fires at political class over criticism of Judiciary \nhttps://t.co/NF2mOEiDdp https://t.co/GtjUOIYQb6'
965854785965645827,2018-02-20 07:45:00,b'UK\xe2\x80\x99s travel advisory on Kenya in bad taste \nhttps://t.co/78IYUQGVe0 https://t.co/o5wCZwLq4A'
965851012454993920,2018-02-20 07:30:00,"b'300,000 risk missing exams registration \nhttps://t.co/c7ACLdeOpA https://t.co/IBwjNiF818'"
965847237430358016,2018-02-20 07:15:00,"b'Robbery, rape suspect sent victim Sh200 to meet him on a date \nhttps://t.co/QBSvxfawDE https://t.co/cHAWxaSbJO'"
965843811174899712,2018-02-20 07:01:23,b'Miguna explains why he criticized Raila in his book\nhttps://t.co/Ws0ZjW8zbK via @UreportKe'
965843467904561152,2018-02-20 07:00:01,"b""CS Matiang'i comes face to face with Kerio Valley conflict \nhttps://t.co/O9Fw5XtYAG https://t.co/E2qnbcMIxz"""
965842850276630528,2018-02-20 06:57:34,b'Court nullifies election of Homa Bay Governor Cyprian Awiti \nhttps://t.co/qTegvAKCBH https://t.co/ozHBlEdEaQ'
965841310333665280,2018-02-20 06:51:27,b'He is out\xe2\x80\xa6\nGood news Chelsea fans!\nBarcelona squad vs Chelsea revealed ahead of Champions League clash\xe2\x80\xa6\xe2\x80\xa6 https://t.co/2HSJkyVsDP'
965839686496264194,2018-02-20 06:45:00,b'Should the number of constituencies be increased or reduced?\nhttps://t.co/CPbq07m06J https://t.co/cM7zrukvkE'
965839660986531840,2018-02-20 06:44:54,b'Homa Bay Governor Cyprian Awiti loses his seat\nhttps://t.co/lBnGxFUEeT via @UreportKe'
965838128220200960,2018-02-20 06:38:48,b'The Kenya film classification board has continued with its crack down on public service vehicles countrywide\xe2\x80\xa6 https://t.co/z8YUQLEZJy'
965835915045232640,2018-02-20 06:30:01,b'Reprieve for NASA leaders as court lifts Government suspension of their passports \nhttps://t.co/6oyB3wZD8u https://t.co/jQrY1Us5pa'
965835599012859904,2018-02-20 06:28:45,"b'Four people died last night and six others injured in a grisly road accident at Kikopey area, along the Nakuru Nair\xe2\x80\xa6 https://t.co/82kvmMTLzT'"
965835337862918145,2018-02-20 06:27:43,b'Two men were rescued from an angry mob as they attempted to rob a pump attendant in Kikuyu \n#KTNNewsCentre https://t.co/ohANVxwncH'
965834514017783809,2018-02-20 06:24:27,"b""BREAKING NEWS \nThe High Court nullifies Homabay's Governor Cyprian Awiti's win \n#KTNNewsCentre https://t.co/wXxi0LAgzk"""
965833734674108416,2018-02-20 06:21:21,"b""Homabay Ruling: Court to determine Governor Awiti's fate\n#KTNNewsCentre https://t.co/WdSKKsDtwF"""
965833509981114368,2018-02-20 06:20:27,b'The government has defended its move to bar Siaya Senator \nJames Orengo and businessman Jimmi Wanjigi from travelin\xe2\x80\xa6 https://t.co/EVsnFw4UtR'
965832443877052416,2018-02-20 06:16:13,b'State of security in Wajir- One killed in Wajir last night due to clan clashes\n#KTNNewsCentre https://t.co/w5dW0ekwGx'
965832136656797696,2018-02-20 06:15:00,b'Big shots targeted by Uhuru on NYS land \nhttps://t.co/KNssE5Kh69 https://t.co/soEHdLAT0M'
965830903892271104,2018-02-20 06:10:06,b'Police have arrested one of the suspects involved in the attack in Wajir that left three teachers dead\xe2\x80\xa6 https://t.co/TAMVd2k7cm'
965830878621503488,2018-02-20 06:10:00,b'What majority leader Duale says about recent media shut down\nhttps://t.co/fbPtiIy4xC https://t.co/kkARBcnVLu'
965830434780217344,2018-02-20 06:08:14,b'Join @BettyMKyallo for the most comprehensive news bulletin and latest news updates only on @KTNNews \n#KTNNewsCentre https://t.co/2Hb6yBOLmQ'
965830205632851968,2018-02-20 06:07:19,b'The sad state of former boxing champion Agnes Wahu\xe2\x80\xa6 https://t.co/0LGimYZ7rX via @GameYetu https://t.co/og1F8tj1KH'
965830191972016128,2018-02-20 06:07:16,"b'In light of the ongoing happenings, what ails security in the country? \n\nJoin in the conversation using the hashtag\xe2\x80\xa6 https://t.co/xdsWukHwKI'"
965829035560460288,2018-02-20 06:02:40,b'Welcome to News Centre for the most comprehensive news bulletin and latest news updates with @BettyMKyallo on\xe2\x80\xa6 https://t.co/VOvSDRpwdx'
965828363205128193,2018-02-20 06:00:00,b'Four people perish in tragic road accident along Nakuru-Nairobi Highway \nhttps://t.co/4KAfpSz4mf https://t.co/unNA20MK3v'
965824586787909632,2018-02-20 05:45:00,b'Why governor Waititu wants to sue governor Charity Ngilu \nhttps://t.co/UG9A2wBxLW https://t.co/n0WEk9y9ID'
965821445757685761,2018-02-20 05:32:31,b'ICT CS Joe Mucheru for the 2nd time fails to show up before the ICT committee\n#KTNMorningExpress https://t.co/pL6DGctANv'
965820814615605248,2018-02-20 05:30:00,b'Twin baby stolen at KNH as couple waited for treatment \nhttps://t.co/OKSzFIkdtm https://t.co/GEJcHmul6v'
965820297839603713,2018-02-20 05:27:57,b'Interior CS Fred Matiangi says the deployment of police along Kerio valley will be reviewed\n#KTNMorningExpress https://t.co/aXpfEudSIk'
965820200376504321,2018-02-20 05:27:34,b'RT @KTNKenya: Kalonzo on Uhuru\xe2\x80\x99s list of illegal NYS land beneficiaries https://t.co/T93VpMSD8C https://t.co/mdhB5mmTLl'
965818354941546496,2018-02-20 05:20:14,b'Family distressed as twin baby stolen at KNH as couple waited for treatment \n#KTNMorningExpress https://t.co/QKPtUvZ758'
965817646871728128,2018-02-20 05:17:25,b'South Sudan rebels release 2 kenyan pilots after receiving compensation \n#KTNMorningExpress https://t.co/xJh4s9fkSy'
965817314665955328,2018-02-20 05:16:06,b'IEBC expected to start the process of reviewing constituency boundaries\n#KTNMorningExpress https://t.co/JuuCy9e6vq'
965817037527199744,2018-02-20 05:15:00,"b'Raila dismisses claims against Magaya, Ndii \nhttps://t.co/sIFZMdGMbp https://t.co/m0NzQijzKP'"
965816817443921920,2018-02-20 05:14:07,b'Nairobi MCA raises eyebrows after buying cars worth Sh 56 million\nhttps://t.co/PgbJhplXmj via @UreportKe'
965816048229474326,2018-02-20 05:11:04,"b""Showdown looms in parliament after the opposition reviewed it's list of PSC nominees \n#KTNMorningExpress https://t.co/GRJhNVxPlY"""
965815780209082368,2018-02-20 05:10:00,b'This is what conspired in first day of baby Samantha Pendo\xe2\x80\x99s death inquest\nhttps://t.co/Iv7dwMJJJZ https://t.co/zl0yPOw03L'
965815563523186690,2018-02-20 05:09:08,b'IEBC expected to start the process of reviewing constituency boundaries\n#KTNMorningExpress https://t.co/PQ1VURXzxp'
