id,created_at,text,label
966916124901228554,2018-02-23 06:02:23,"RT @StandardKenya: EXCLUSIVE: Louis Otieno, the untold story
https://t.co/KHpTDusLFi
#LouisOtienoStory https://t.co/XA5sUIb3hM"
966915898211688448,2018-02-23 06:01:29,"RT @__naomy: #KtnLifeAndStyle
#AnkaraByChimzy
The song by black heart is gimme love"
966915859057754112,2018-02-23 06:01:19,"RT @ismaelnewts: Give me love 
#ktnlifeandstyle #FeelGoodFriday @KTNKenya @KTNLife_Style #AnkaraByChimzy
@Shaniqwa_KTN @My_Mwikali"
966915782192988160,2018-02-23 06:01:01,RT @cashphin: #KTNLifeAndStyle the song is give me love by black heart #ankarabyxhimzy
966915737351733250,2018-02-23 06:00:50,RT @Shilakned: @My_Mwikali Black heart launched Gimme love on #KTNLifeAndStyle #AnkarabyChimzy are beautiful pieces.
966915668141490176,2018-02-23 06:00:34,RT @IsaacOyombe: Vocals by Black Heart so 👌👌👌#ktnlifeandstyle #FeelGoodFriday https://t.co/x9UoOhzoi4
966915604220227585,2018-02-23 06:00:19,"RT @terence254: #ktnlifeandstyle
Give me love 
#ktnlifeandstyle #FeelGoodFriday @KTNKenya @KTNLife_Style #AnkaraByChimzy"
966915556606554115,2018-02-23 06:00:07,RT @CrystalOkusa: Chimzy on #fashionforward all Ankara and colourful #ktnlifeandstyle
966915464394780672,2018-02-23 05:59:45,"RT @njagiaustine: @KTNLife_Style @My_Mwikali @Shaniqwa_KTN Black heart Laughed a song ""Give me love""
#KTNLifeAndStyle #AnkaraByChimzy"
966915139034165249,2018-02-23 05:58:28,"What song did Black Heart launch this #FeelGoodFriday 
Stand a chance to walk away with a voucher worth Ksh 4500 by… https://t.co/BUqxqQb4gu"
966913294089912320,2018-02-23 05:51:08,Ankara by Chimzy on #FashionForward this #FeelGoodFriday on #ktnlifeandstyle https://t.co/qBR5cgMgO0
966912952228921344,2018-02-23 05:49:46,"RT @njihia_kigo: #AfricanMumChallenge
How the congregation looks at my mum when she starts singing yet she was asked only to pray. https://…"
966912910902489089,2018-02-23 05:49:36,"RT @xtiandela: *Calls Home on a Friday evening*
Me: Hi mum, please send me some money, we went for some educational school trip at the Airp…"
966912839519690753,2018-02-23 05:49:19,"RT @DanMwangi_254: The first reaction i got from her after i told her that i want to be a dj... 😂😂😂

Mum: Endelea tu kutafuta ukimwi!!! #Af…"
966912796716761088,2018-02-23 05:49:09,"RT @Arnoldwangs: After preparing food, she could not just say ""dinner is served "" .She will just call your name and say ""Shauri yako"" 

You…"
966910839583211520,2018-02-23 05:41:23,Ankara by Chimzy on #FeelGoodFriday #ktnlifeandstyle talking about her gorgeous designs..Tune in https://t.co/clufudQBTN
966908126195630081,2018-02-23 05:30:36,"RT @KTNNews: In case you missed #LouisOtienoStory 
""I literally live in a cave, I have no idea what's going on in the world"" Louis Otieno @…"
966908020440514560,2018-02-23 05:30:11,What a breath of fresh air on #FeelGoodFriday #ktnlifeandstyle She is Black Heart https://t.co/KdoioN8xC9
966905622045143041,2018-02-23 05:20:39,RT @KTNLife_Style: Stay tuned! Counting down to 8:00am on #ktnlifeandstyle for your #feelgoodfriday vibes 💃💃 https://t.co/y4zQQ5VBEz
966905557276811270,2018-02-23 05:20:23,RT @KTNLife_Style: We are live Team #ktnlifeandstyle. Stay tuned for an amazing show coming up on #feelgoodfriday with @Shaniqwa_KTN and @M…
966905498845892609,2018-02-23 05:20:09,RT @KTNLife_Style: #ktnlifeandstyle #feelgoodfriday https://t.co/f8fNzyoZlv
966905429925158912,2018-02-23 05:19:53,RT @IsaacOyombe: # It's #FeelGoodFriday #ktnlifeandstyle https://t.co/GQY2vGhVKQ
966905325914808322,2018-02-23 05:19:28,RT @beckynyambu1: #KTNLifeAndStyle niko locked aki Shaniqwa wewe😂😂😂
966905292100313091,2018-02-23 05:19:20,RT @Tsuma_Brian: Black Heart ndani ya nyumba #FeelGoodFriday #KTNLifeandstyle melanin things https://t.co/wdP3Gx8Jhg
966905253122617344,2018-02-23 05:19:11,RT @NereahEricah: Those amazing vocals are by Black Heart! Watch out for this rising star..You saw her on #FeelGoodFriday #ktnlifeandstyle…
966905210277740545,2018-02-23 05:19:01,RT @KTNLife_Style: Black Heart is launching her new song only on #ktnlifeandstyle #feelgoodfriday https://t.co/lZAXYaeIjs
966905066064982016,2018-02-23 05:18:26,RT @KTNLife_Style: Live on #ktnlifeandstyle #feelgoodfriday https://t.co/736eVDLtQv
966904847378235392,2018-02-23 05:17:34,"RT @KTNNews: ""In 2022 if NASA counties are doing better than Jubilee counties you can  bet your top dollar that Jubilee supporters will vot…"
966904796790669312,2018-02-23 05:17:22,RT @ismaelnewts: And it's almost time for #FeelGoodFriday on #ktnlifeandstyle @KTNKenya @KTNLife_Style hosted by @My_Mwikali @Shaniqwa_KTN
966904714892738561,2018-02-23 05:17:02,RT @cjatemo: Friday on #ktnlifeandstyle is #FeelGoodFriday @KTNKenya
966904677202763777,2018-02-23 05:16:53,"RT @ismaelnewts: @My_Mwikali Leo uko na energy I just saw you dance 
#FeelGoodFriday #ktnlifeandstyle @KTNKenya @KTNLife_Style ..
Good Morn…"
966904624971005952,2018-02-23 05:16:41,"RT @ismaelnewts: @Shaniqwa_KTN haujaweza  👎👎👎👎👎
Remember sisi ni county 001 #ktnlifeandstyle #FeelGoodFriday @KTNKenya @KTNLife_Style"
966904581455208448,2018-02-23 05:16:31,RT @Tsuma_Brian: @Shaniqwa_KTN zero hiyo ya #001 haiko...mwanangu hutoingia mkoa wa Pwani #KTNLifeandstyle #FeelGoodFriday @KTNKenya https:…
966904546298441730,2018-02-23 05:16:22,RT @fiona_moraa: Morning @My_Mwikali and @Shaniqwa_KTN y'all looking fabulous 😍💕❤️🍒🔥 @KTNLife_Style @KTNKenya #KTNLifeAndStyle #FeelGoodFri…
966904470578712577,2018-02-23 05:16:04,"RT @ismaelnewts: Black Heart.. 
Come love me more and more 
#ktnlifeandstyle #FeelGoodFriday @KTNKenya @KTNLife_Style @Shaniqwa_KTN @My_Mwi…"
966903799783727107,2018-02-23 05:13:24,Those amazing vocals are by Black Heart! Watch out for this rising star..You saw her on #FeelGoodFriday… https://t.co/tgNkXJhC9l
966901062333489155,2018-02-23 05:02:32,"RT @KTNNews: Has the high public debt turned Kenya into a hand to mouth state?
@YussufIbra @KTNNews @malutimusau 
#KTNNewsCentre"
966897389616295937,2018-02-23 04:47:56,"RT @KTNNews: ""Even if the ordinary Kenyan is not a lawyer, they will know if justice has been dispensed or not..."" Prof. Herman Manyora giv…"
966896651213262849,2018-02-23 04:45:00,"The rise of Raila Odinga from NDP to NASA Part Two
https://t.co/vkvKr2mY5X https://t.co/aoAADz97F5"
966895074213740545,2018-02-23 04:38:44,"RT @KTNNews: ""We need to get to a point where when we elect a leader, we know it's done and dusted...however congratulations to the judges…"
966893045751848960,2018-02-23 04:30:40,RT @joash_tush: @KTNLife_Style Good morning #FeelGoodFriday is here.Weekend is here.Lit show 🔥 🔥 🔥eagerly waiting #KTNLIFEANDSTYLE @My_Mwik…
966892936452386816,2018-02-23 04:30:14,RT @KTNLife_Style: This #Inspirationmonday from 7am on #KTNlifeandstyle #BooksNblogs @Vomwocha @CathMwangi @IsaacOyombe @NereahEricah @dala…
966892876520181760,2018-02-23 04:30:00,"Missed out on the Chamwada Report, #AcrossHolyCities here is the link. https://t.co/QSbwHkYgLy
@AlexChamwada… https://t.co/JM8grLhbJD"
966892858933264388,2018-02-23 04:29:56,"#FeelGoodFriday is LIVE from 8AM on @KTNLife_Style #ktnlifeandstyle 
See you soon! https://t.co/RH5n0WLYFV"
966891425475391488,2018-02-23 04:24:14,Let's review the week that saw two governors lose their seats and Mombasa Governor Hassan Joho survive a petition a… https://t.co/tKfkjwaMYA
966890108266930176,2018-02-23 04:19:00,Kenyan football stars flaunt their expensive cars... https://t.co/oueLBQn0fj via @GameYetu https://t.co/c3zQK6Rz7a
966889618850308097,2018-02-23 04:17:03,RT @KTNNews: The International Monetary Fund has warned that Kenya is drifting towards debt crisis if the government's appetite for new loa…
966887843254726656,2018-02-23 04:10:00,"The rise of Raila Odinga Part One
https://t.co/7AB6KC7J85 https://t.co/Y6Zk5GUHsE"
966886293845102592,2018-02-23 04:03:50,Join @michaelggitonga on #morningexpressktn on @KTNKenya @KTNKenya as he takes you through the latest news making h… https://t.co/4JnfCh6DWo
966885121239351296,2018-02-23 03:59:11,"RT @JacobZucks: #AfricanMumChallenge
Mum: respond to what I am asking you but don't talk back me. https://t.co/NkCUDrpA3f"
