id,created_at,text,label
966130790890459136,2018-02-21 02:01:45,RT @BBGAfrica: AngloGold to revive Ghana mine that battled illegal miners https://t.co/yawJKxgjmG
966130772343246849,2018-02-21 02:01:40,RT @BBGAfrica: Uganda holds its first coffee auction in bid to promote quality https://t.co/j3L0Jn64Mw
966130698510913537,2018-02-21 02:01:23,RT @BBGAfrica: Is the party over for the rand? https://t.co/nAoF295koB https://t.co/gRFB8BY4Y9
966130634811944960,2018-02-21 02:01:07,RT @BBGAfrica: Robert Mugabe's biggest foe laid to rest in his home village https://t.co/gZ9CmFzfE4
966130309111611397,2018-02-21 01:59:50,#Ghana says received keen Asian interest in its sovereign debt https://t.co/7JQnm3azCx
966129890515980291,2018-02-21 01:58:10,Congo seeks relief talks with oil traders over $2 bln debt https://t.co/liwf1gfF5a
966129442014851077,2018-02-21 01:56:23,South Africa has till 2019 elections to cash-in on global windfall: Citi https://t.co/LaeH7uMmXU
965987870635945984,2018-02-20 16:33:50,"@arsenal_tickets i am on the hunt for a single away at Brighton, nxt weekend, any help?"
965793383234011136,2018-02-20 03:41:00,RT @BBGAfrica: Finance ministry says order book in excess of $11.5 billion for Nigeria bonds https://t.co/HLuUTOs2wj
965793330935353344,2018-02-20 03:40:48,RT @BBGAfrica: Africa's richest man said to revive Dangote Cement IPO https://t.co/0NXAV0yqgX
965792666800836608,2018-02-20 03:38:09,RT @BBGAfrica: Zuma budget hole leaves South Africa with tough tax choices  https://t.co/zyOItXcH4i
965792623398146048,2018-02-20 03:37:59,"RT @BBGAfrica: Zimbabwe plans gold, tobacco diaspora bonds as bank rules change https://t.co/oEZy0lBmH4"
965792559690846210,2018-02-20 03:37:44,"RT @BBGAfrica: IMF Deadlock Makes Zambia’s Bonds the Worst in Emerging Markets
https://t.co/gSpzVwTcWe"
965770311252828160,2018-02-20 02:09:20,Uber suspends service in #Morocco after two years https://t.co/f7a5LB4xMU
965770138342617089,2018-02-20 02:08:38,"Banks chosen to manage new Ivory Coast Eurobond issue, PM says https://t.co/UGl1DikWL6"
965769796699803648,2018-02-20 02:07:17,"Moody's Affirms 
#Ghana's B3 Rating, Maintains Stable Outlook​ https://t.co/gPWv81OOkG"
965768264382021634,2018-02-20 02:01:11,African startups bet on blockchain to tackle land fraud https://t.co/ZnCf0S09U0
